,follows_target,n_followers,n_following,n_posts,posts_over_time,bio,post_1_content,post_2_content,post_3_content,likes_post_1,comments_post_1,likes_post_2,comments_post_2,likes_post_3,comments_post_3,likes_post_4,comments_post_4,likes_post_5,comments_post_5,post_4_content
_roots_of_joy_,1.0,524.0,619.0,74.0,1.0,meditation🙏 #yoga #shamanism🦋 #vegetarian🌾📿 Yoga philosophy made easyYoga Teacher-500h YTTLike what you read? Give back🤲  DE38100110012629166573,"_roots_of_joy_
Trusting the process, divine timing and Mercury retrograding.

To trust the process means to be reminded of how little our daily problems may look on the overall. Moreover, they may be blessings in disguise.

Remember to always see the big picture, to trust divine timing. Things might seems shity right now or uncertain because of the Covid situation. And no we have no visibilty, the veil of certainty is gone, and now we get to see how life really always was : a mistery.

Trusting the process means to trust divine timing, to decide to trust rather than doubt. That for example things you did that seemed irrational or dumb right now, might in fact be exactly what needed to happen.

I woke up on the 4th of January at 4:44am to book the cheapest possible flight to Costa Rica, now my flight has been cancelled and I could of course fall into the trap of doubting all of my decisions that led to this present uncertain moment.

But had I not booked this flight that very day I would probably not have had the guts to quit the unhappy job I was in. And today my life would look completely different, and obviously worse than it is now.

Sometimes, things get mixed up, messed up, you send a text to the wrong person, book a flight a the wrong (or is it) date (just happened to me today), miss an important meeting, you ""don't arrive on time"". Mercury is retrograding today, and you know what we say: beware for that is the moment all electronics/messages get messed/mixed up. Be careful of what you say and how you say it etc.

Mercury represents is the messenger of the Gods, what if those moments during this phase when things get out of hands are in fact : ""divine timing"" like a freudian labsus your soul just can't control.

You blurt out what was hidden, what you actually wanted to say or do for a long time but were not admitting to yourself.
You let the unconscious take the lead for a while, you accept these weird events happening that for now seem and feel unpleasant, but remember, when you dream, you have no control (unless you are lucid dreaming but that is for another post) sometimes you have a nightmare sometimes you have the best dream ever and sometimes a revelation.
1d","_roots_of_joy_
There is a gateway to serenity and inner peace : bhakti Yoga. The path of devotion.

So what does it mean to be devoted? And to what or whom should we be devoted?

All religion and philosophies point up to the sky and right back at you for what goes up must come down (alchemists in the room you see what I just did there^^) to our inner God.

Look at it this way: we are born helpless and have to look outward for shelter, safety, food and love.

We make our parents are gods. Then we grow up, realize they are just humans and get really angry and sad at them for having (maybe badly) fucked up our illusion.

Some of us find comfort in religion on the way of healing, others find refuge in the security of science and litterature.

Whatever medicine you choose to soothe your inner fear and insecurities with, its all the same in the end.

As long as you do not trust in your own inner creative fire, your inner power, you will keep give your power away to others or misuse it against them to reassure your ego.

So what bhakti Yoga really means is, to honor Thyself as you would honor and respect your God.

Maybe you were never loved by your parents, it is very sad, but it happens, and surely they themselves did not know how to love and have never received it.

But you can break this karmic cycle. You can trust that something bigger than you loves you and has your back. You can name it God, Nature, Source of Life, the Universe, or invoque any author/philosopher that resonates with your beliefs. Whatever you name it, if this belief gives you strenght, and leaves you feeling loved and complete, keep going for you have found the door to Bhakti Yoga.

Once you realize that nobody has power over you and that in exchange you do not have any power (or right to have!) on anybody, you are free to be and can start weaving bonds of love instead.

We are all seeking, and we will all find a gateway, a door only we have the key to open. In this life or in the other (if you find the reference, please comment)

I wish you all a peacefull evening. May your sorrow be alleviated from your hearts, tomorow is another day and each morning we are born again.

Namaste
3d","_roots_of_joy_
What do you see in this picture?

Well your future.

Your future body, your future cells.
What you eat will soon be a part of you.

There is a saying from Thich Nhat Hanh in his wonderful book ""Anger"" in which he writes ""Eat happy eggs from happy chickens"". He writes that when you eat the meat of angry chickens, you eat their anger as well.

I strongly recommend you his book which has helped me in many ways. But this special passage at the beginning of the book struck me by its wisdom and simplicity (as I am on holidays I do not have the book with me at the moment but uploaded a capture of the book in my stories). As you can see he is not advocating for vegetarianism but rather for non violence. For violence leads to anger and unprocessed anger to resentment and more violence : never ending circle.

In the philosophy of Yoga this is what we call ""ahimsa"" ""non-violence"". That is the reason why most Yogis are vegeterian or vegan.

Because unfortunately the way most animals on the planet are tortured in order to be eaten.

But the same goes for the vegetables as well: how where yout veggies planted and grown and reaped? Was there suffering in the process?
The same goes for our clothes, the objects we buy, the words we pronounce, the pictures we put online , the media we consume.... My point here is not to guilt trip anyone, but to point out how much suffering there is in this world. To empower us to become aware of it in order to change it.

You do not need to feel guilty if you are a meat eater or if you buy your clothes at fast fashion shops, for guilt is a uselss emotion, like shame is.
Rather, like in your meditation practice, notice, take time to notice and to question, to seek information and to ask for answers and practical solutions.

The world is very complex and no one can tell you how to live your life and nobody has it ""all figured out"". We are in this together and small actions have impact, just your awareness, you reading this post has impact.

Like the Dalaï-lama said ""if you think you are too small to make a difference, try to sleeping with a mosquito."" Namaste
6d",1.0,,,,,,,,,,
gregvzl50,1.0,4105.0,2200.0,567.0,1.0,"WatermanOcean Lover 🌍TeamTUSA @tusadivingGoDry, Wickelfisch, Couleurtropiques, Parakito, A.D.M. NorthSails sea collection 😉👌","gregvzl50
😍
1d","gregvzl50
Balade after work 🤙👍😍
1d",,1.0,,,,,,,,,,https://www.instagram.com/p/CBbEbGpK3j3/
dexthestafford,,135.0,138.0,42.0,1.0,Dex 🐕‍🦺 | 2010my wo(of)man @vbrenovamy sisters 🧡 @equinelipsie,"dexthestafford
that shiny coat deserves a mud bath right? 🤎🤩
7h","dexthestafford
yum! got any more treats? 🦴
2d","dexthestafford
the sky is fun 💙
4d",1.0,,,,,,,,,,
sarah.c.ramer,1.0,68.0,257.0,12.0,,,,,,1.0,,,,,,,,,,
snensmens,1.0,123.0,473.0,11.0,,14|Vienna 🏀+#risingstar =🐐👨🏾‍🍳: @cookingclemens,,,,1.0,,,,,,,,,,
emiliaspanko_,1.0,3624.0,230.0,150.0,1.0,,"emiliaspanko_
Stop running, look around
16m","emiliaspanko_
Henryk był dziś pierwszy w kolejce na mizianko
2w","emiliaspanko_
🐍dziwne to życie teraz
8w",1.0,,,,,,,,,,
marliouflo,1.0,661.0,634.0,44.0,1.0,| ☕🍟🎾🤸🖕  🍇🍷 AW 🏡🖤 |,"marliouflo
Wimbachklamm und Almbachklamm 🌲🌳⛰️🏞️
#bgd #almbachklamm #wimbachklamm #theresienklause #deutschlandkannsoschönsein
30w","marliouflo
Augen schließen - frei atmen - Augen öffnen - Moment genießen. 🏔️☀️ #bgd #bgl #kehlstein #eaglesnest #freiheit
33w","marliouflo
Freue mich schon auf den nächsten Besuch! 😍🏔️ #königssee #jenner #bayern #bgl #bgd
34w",1.0,,,,,,,,,,
ella_bloemendal,,821.0,1469.0,132.0,,Bienvenue au paradis🏝🦩‘03👶🏽||girlscout🏕|| @ellab_priveee 🤍||  👻: ellaaa_023||,,,,1.0,,,,,,,,,,
cyrinaakdeniz,1.0,175.0,232.0,40.0,,,,,,1.0,,,,,,,,,,
nils.0412,1.0,44.0,127.0,18.0,,"Nils DEnjoying lifeNetherlands, Oss",,,,1.0,,,,1.0,,,,,,
yanyanmei,,318.0,670.0,378.0,,,,,,1.0,,1.0,,,,,,,,
manou_legein,,307.0,837.0,10.0,,🛹👅@manou_skatesurf,,,,1.0,,1.0,,,,,,,,
duhawmi.___sailo,1.0,323.0,378.0,1.0,1.0,♥@tangyan1206 ♥Hearts Break 💔Purple and pink 💜       and.      ❤♥Hubby ♥♥Be the best what ever you are♥Fav:@kyliejenner,"duhawmi.___sailo
I💜YoU MoRe ThAn YeSteRdaY
7w",,,1.0,,,,,,,,,,
titouannry,1.0,335.0,816.0,67.0,1.0,📍 Lyon 🎓 CREAD / Architecure d'intérieur,"titouannry
La fratrie depuis petit 🥰
Tous toujours aussi beau pour la rentrée 👔
3w","titouannry
Je me prend pr un photographe pendant le confinement 🤷🏻‍♂️ 📸
6w","titouannry
Toujours aussi beau moi 😍🤩😝
.
.
.
.
#bebe #enfant #moi #baby #bambin #beaute #enfance #photo #jeunesse #quelhommequandmême #quellebeauté #wow #woaw #beauté
11w",1.0,,1.0,,1.0,,,,,,
leonoorch,,439.0,954.0,750.0,,Freelance Online marketeer | food lover | sport | health | nature | haarlem | italy | yoga | owner of @kolibriemarketing & founder of @ontbijtblog,,,,1.0,,,,,,,,,,
mehralsgruenzeug,1.0,25100.0,564.0,778.0,1.0,Keeping my eyes open. ⋒ Relaxed vegan.⋒ Doing things with words.⋒ Sustainability.⋒ Less waste.⋒ Dreamer. ☻ Sensitive introvert.BLOG:,"mehralsgruenzeug
Ich glaube, viele Menschen haben einen unfassbaren Horror davor, Fehler zu machen. Kritisiert zu werden, das Selbstbild hinterfragen, Scham empfinden und aushalten zu müssen. Das führt zu zwei Dingen: ⁣⁣⁣
⁣⁣⁣
1) Einige sagen ihre Meinung nur dann öffentlich, wenn sie sicher sein können, dass sie auf breiten Zuspruch trifft. Diese Äußerungen sind meist sehr vage gehalten, sodass wenig Fläche für potenzielle Diskussion und damit aus Sicht der*des Sprechenden: Angriff bleibt. ⁣⁣⁣
⁣⁣⁣
Oder: 2) Die Meinung wird öffentlich mit einer Inbrunst vertreten, die manchmal an Ignoranz grenzt, gerade, wenn man auf Inkonsistenzen und, noch schlimmer: moralische Fehler hingewiesen wird. Um das Selbstbild vom guten Menschen, der in einer durchoptimierten Gesellschaft niemals danebentritt, vor sich und anderen aufrecht zu erhalten, werden Worte gedreht, Täter*in und Opfer verkehrt, mit Aggression (nichts darf man mehr sagen hier), Blockieren oder Ignorieren geantwortet.⁣⁣⁣
⁣⁣⁣
Alles, um sich nicht entschuldigen zu müssen.⁣⁣⁣
⁣⁣⁣
Dabei ist es eigentlich einfach: Durchatmen. Eine andere Perspektive einnehmen und zulassen. Du hast recht. Es tut mir leid, das war nicht okay von mir. Ich lerne daraus und mache es in Zukunft besser. Danke, dass du mich darauf hingewiesen hast. ⁣⁣⁣
⁣⁣⁣
Das tut weniger weh als die meisten von uns anfänglich denken (ich habe mich auch sehr, sehr lange schwer getan mit richtigen Entschuldigungen). Vor allem, wenn man es regelmäßig übt, denn Fehler passieren überall.⁣⁣⁣
⁣⁣⁣
~ Die schlimmste Entschuldigung ist aus meiner Perspektive das passiv-aggressive ""Tut mir leid, dass das bei dir so rübergekommen ist"" bzw. ""Sorry, falls dich das verletzt hat"". Ich konnte lange nicht einordnen, warum sich das immer merkwürdig angefühlt hatte, aber mittlerweile weiß ich: Diese Reaktion zeigt, dass man sich nicht wirklich selbstreflexiv mit eigenem Fehlverhalten auseinandersetzen, sondern die Schuld für die ausgelöste Verletzung des Gegenüber bei ihr*ihm abladen möchte, was auch mit ""Kann ich ja nichts dafür, dass du so empfindlich bist"" umschrieben werden kann. Anstatt sich zu entschuldigen, macht man es damit nur schlimmer. Ich habe es mir dann auch sofort abgewöhnt.⁣⁣
⁣
1d","mehralsgruenzeug
Früher habe ich den Sommer nicht gemocht. Sommer bedeutete hohe Temperaturen und den Struggle, ihnen kleidertechnisch so gerecht zu werden, dass man sich nicht halb tot schwitzte und trotzdem nicht ""zu wenig"" anhatte, denn ""zu wenig"" ist bei drei Speckrollen gesellschaftlich verpönt, das sieht nicht schön aus, das mutet man niemandem zu. Sagte mein Kopf nach Jahren der Internalisierung von entsprechenden Kommentaren und Bewertungen, manchmal bezogen auf mich, allzu oft aber auch auf andere Menschen. (Hast du die gesehen? Das geht ja gar nicht! Also, ich würde mich echt schämen!) Ich wählte also lange den Weg, der mir am sichersten schien und griff auch im Sommer zur langen Hose, weil weiße Beine und Rasurpickel, zur Shirts, auf keinen Fall Spaghettiträger, wie sieht das denn aus, am besten schwarz, das ist gut für die Linie. Offene Schuhe? Nee, nachher sieht man noch, dass meine Füße bei Hitze anschwellen.⁣
⁣
In den letzten Jahren habe ich aktiv verlernt, bei mir und anderen nach sogenannten Makeln zu suchen, anhand derer man sich wie auch immer an den Haaren herbeigezogene Urteile über fremde Personen erlauben kann. Ich habe angefangen, zu verlernen, Menschen vordergründig auf ihre Körper zu reduzieren und auf das, was ich sehe, sofort Adjektive zu klatschen. Das ist nicht nur netter, sondern auch wesentlich entspannter, weil man automatisch von dem Gedanken wegkommt, es handle sich bei jedem Aufenthalt an der frischen Luft um ein Körperbattle, wer hat den schönsten, und dann küren wir unsichtbare Gewinner*innen. ⁣
⁣
Ich würde lügen, wenn ich nicht sagen würde, dass es noch immer eine gewisse Herausforderung ist an manchen Tagen, die Kleidung zu wählen, auf die ich Lust habe und die für meinem Körper bei diesem Wetter am besten ist. Man hat die Laserstrahlenblicke quasi schon am Leib, bevor man den ersten Schritt getan hat. Aber ich bin besser darin geworden, viel besser, mir und anderen zu sagen: Ja, das ist (m)ein Körper, ja, ich hab' da was, wo ist das Problem? Natürlich ist das Cellulite. Davon geht die Welt nicht unter, ich hätte gerne drei Kilo Erdbeeren und noch einen von den schönsten Sommersonnenuntergängen, die Sie zu bieten haben.⁣
⁣
3d","mehralsgruenzeug
Das ist mein freundlichstes Lächeln, das ich auch im Gesicht haben kann, wenn wir anderer Meinung sind, denn das bedeutet nicht automatisch, dass ich dich von jetzt an hasse und du ein schlechter Mensch bist.⁣
⁣
Wann mir derzeit das Lächeln oft vergeht? Wenn ich die aktuellen Diskussionen zu unterschiedlichen Themen verfolge und andauernd mit Toxic Positivity konfrontiert werde, also: dem unbedingten Fokus auf ""das Positive"" und ""die gute Seite"". Das Thema ist schon lange nicht nur in esoterisch-spirituell geprägten Kreisen, sondern auch in der breiten Öffentlichkeit ein Problem und äußert sich im Moment vor allem in dem unbedingten Wunsch nach Einheit, Frieden und Harmonie. ⁣
.
""Spaltung"" ist so ein Buzzword, mit dem im Moment viel um sich geworfen wird. Vor allem, wenn es darum geht, Kritik nicht annehmen zu wollen und mit vermeintlich bösen Unterstellungen der Kritisierenden abzutun. Man muss das vielleicht ganz konkret benennen: Das ist eine Silencing-Strategie und eine Form von Gewalt. Das bedeutet: Ich drücke deine Sicht der Dinge und deine Emotionen weg, weil sie mir nicht relevant erscheinen und lasse nur meine eigene Interpretation der Dinge gelten — und shame dich vielleicht sogar noch dafür, dass du es gewagt hast, diese und damit mich infrage zu stellen. Ich mache dich still, weil alles andere mir unbequem ist.⁣
⁣
Im aktuellen Rassismus-Diskurs äußert sich das unter anderem in ""Ich sehe keine Farben, wir sind doch alle gleich"". In sonstigen Diskursen auch gerne mit: ""Wir haben doch alle dasselbe Ziel, lasst uns mit Liebe und Einheit darauf hinarbeiten und uns nicht durch Neid und Hate spalten.""⁣
⁣
Und das ist das genaue Gegenteil von der aktuell überall so viel beschworenen Liebe und Einheit und Harmonie.⁣
⁣
Liebe ist auch: Spannungen aushalten, Kritik spiegeln und Probleme benennen, daran arbeiten, auch wenn es unschön ist.⁣
⁣
Liebe ist nicht: Ersticken von unbequemen Emotionen und gewaltsames Übertönen der anderen Person und ihrer Perspektive durch die eigene ""Positivität"".⁣
⁣
⁣
⁣
__________⁣
#toxicpositivity #positivevibes #positiveenergy #greenblogger #ecoblogger #consciousness #diskurs #kritik
6d",1.0,,,,,,1.0,,,,
werkenvakmanschapweert,1.0,80.0,96.0,24.0,1.0,Een landelijke coöperatie van technische en industriële bedrijven. ☎️ 0495 - 453411📧 weert@werkenvakmanschap.nl,"werkenvakmanschapweert
Ben jij een ervaren “Allround Elektromonteur Technische Dienst” en toe aan een nieuwe uitdaging?, lees dan snel verder.

In deze functie werk je in een 2 ploegen met een werktijdrooster (06:00 - 14:30 en 14:15 - 22:45)

Voor deze productieplant ben jij één van de belangrijkste schakels die dit productieproces vlekkeloos kan laten verlopen. Je lost namelijk alle voorkomende Elektrotechnische storingen op die zich voordoen.

Nieuwsgierig? Check de link in onze bio en neem contact met ons op via weert@werkenvakmanschap.nl of 0495-453411
•
•
•
•
#werkenindetechniek #sleutelen #technisch #technischedienst #td #monteur #ervaren #motivated #nieuwebaan #werk #job #solliciteren #aanhetwerk #fabriek #werken #ploegen #ploegendienst #plant #productie #proces #elektro #elektronisch #elektromonteur #solliciteer #cv #kans
1d","werkenvakmanschapweert
Proficiat Dennis!
Deze week is Dennis gestart aan een nieuwe uitdaging als mechanisch operator. Hij krijgt de kans om via Werk en Vakmanschap aan de slag te gaan bij Dalli de Klok in Hoensbroek. Wij wensen Dennis veel succes en plezier met zijn nieuwe functie.
Ben jij net als Dennis op zoek naar een nieuwe baan in de techniek of industrie? Dan ben je bij Werk en Vakmanschap Weert aan het juiste adres. Neem snel contact op voor meer info.

Tel: 0495-453411
E-mail: weert@werkenvakmanschap.nl
•
•
•
•
•
#mechanisch #operator #werk #aandeslag #contact #tekenen #job #newweek #newweeknewjob #goals #motivated #goedgedaan #welkom #werkenindetechniek #mechanic #techniek #vakmanschap #kans #carriere #vliegendestart #top
2d","werkenvakmanschapweert
Leerlingen opgelet! ⚠️ Heb jij al plannen voor de zomer? Jij denkt nu vast aan zon, zee, strand.. Wij denken aan jouw toekomst!
Heb jij interesse in de techniek en wil jij jouw kennis en ervaring uitbreiden? Wil je liever 4 dagen werken en 1 dag naar school? Dan bieden wij jou de mogelijkheid om je vakdiploma’s te behalen bij onze leuke opdrachtgevers.
Wat zou jij willen worden? Installatiemonteur, onderhoudsmonteur, elektromonteur of ...? Neem gerust contact met ons op en wij vertellen jou over alle mogelijkheden!
Bel 📞 0495 - 453 411
Of mail 📧 weert@werkenvakmanschap.nl
•
•
•
•
•
#zomer #vakantie #denknaoverjetoekomst #toekomst #opleiding #schoolvakantie #bbl #werk #werken #leren #werkenleren #opleidingstraject #werkenindetechniek #techniek #carriere #loopbaan #start #nu #installatietechniek #elektrotechniek #metaaltechniek #infratechniek #voertuigtechniek #mechatronica #procestechniek #kans #totsnel
3d",1.0,,,,,,,,,,
monicavg_x,1.0,214.0,421.0,14.0,,Geniet nooit met mate ♡ Para siempre,,,,1.0,,,,,,,,,,
pat_rick2708,1.0,252.0,310.0,34.0,,,,,,1.0,,,,,,,,,,
anouk.dejonge,1.0,228.0,175.0,338.0,1.0,"✂️ Creatieveling met naald, draad en papier🧫 Master Biomedische Wetenschappen💻 Blogt over duurzaamheid, minimalisme en mindfulness","anouk.dejonge
Deze pagina maakte ik al een hele tijd terug in mijn journal, maar ik vind hem zo tof dat ik hem hier toch nog even wil delen 🙃
-
#journal #creachickjournalstyle #creachick #creativejournal #leuchtturm1917 #journaling #creating #creative #creatief #knutselen #diy #planner #vintagejournal #collage
4d","anouk.dejonge
Het is zo mooi buiten, er bloeit zoveel moois nu. Deze hommel vroeg gewoon om een foto 😍🐝
-
#hommel #margriet #camomile #nederlandseblogger #blogger #dutchblogger #drenthe #bosbabe #buitenleven #natuur #flowers #flowergram
1w","anouk.dejonge
Deze superleuke danseres borduurde ik een tijd geleden als cadeautje. Het cadeautje is gegeven dus nu kan het op Instagram 🙃
-
Geïnspireerd door Pinterest
-
#borduren #vrijborduren #handembroidery #modernembroidery #handmadegiftsarethebest #embroidery #birthdaygift #verjaardagscadeau #dmcthreads #dmc #dmcembroidery #embroideryhoop
1w",1.0,,1.0,,1.0,,1.0,,,,
lauracolleenn,,338.0,466.0,165.0,,🇨🇦🇳🇱 | Dancer & Choreographer | Freelancer and adviser in Marketing & Content,,,,1.0,,,,,,,,,,
robertiita87,1.0,634.0,476.0,988.0,1.0,,"robertiita87
They weren’t bloomig already when I bought them, so it was a surprise what colour they gonna turn to. They became yellow and I love them 🤗 #tulips #tuliplover #flowerover #tulipánszerelem #imádomtulipán #yellowtulips #tulipsarethebest #tulip #tulipán #tuliplove #tulipflower #tulipbouquet #tulipfever #tulipfriday
6w","robertiita87
Tulips are my favs. Who would ever thought it? 💁🏽‍♀️😅 #tulips #tuliplover #whitetulips #flowerlover #springtime #tulip #szeretemvirág #imádomtulipán #csodavirág #tulipseason #tulip #tulipany #tulipaddiction #whiteflowers #tulipfanatic #tuliplove #tulipbouquet
8w","robertiita87
#ilovetulips #tuliplover #tulip #tulips #purpletulips #mytulips #springtime #springtulips #spring #ilovespring #szeretemvirág #imádomtulipánok #flowerlover #flowers #springflowers
9w",1.0,,,,,,,,,,
miekverheij,1.0,1316.0,1477.0,492.0,1.0,🇳🇱,"miekverheij
☀️🙃 #langweekend #genieten #shoppen #lunchen #lezen #uiteten #repeat
6d","miekverheij
☀️ #achterdeduinen #zuiderstrand #denhaag #weekend #ontbijtenophetstrand #minivakantie #ontspannen #❤
2w","miekverheij
🥂 #weekend #oesters #bubbels #crémant #metsophietjedeen #genieten
3w",1.0,,,,,,,,,,
